Id,SalePrice
1639,211758.48
1640,295451.53
1641,211794.64
1642,241334.22
1643,229559.14
1644,232471.86
1645,228229.1
1646,167304.98
1647,170781.55
1648,145513.94
1649,142572.4
1650,140162.03
1651,144005.45
1652,97495.375
1653,95387.61
1654,154536.55
1655,122540.87
1656,151455.66
1657,156089.4
1658,151311.7
1659,106348.85
1660,167361.62
1661,490374.8
1662,433375.0
1663,387657.66
1664,596971.94
1665,287917.94
1666,363877.7
1667,433031.7
1668,322057.56
1669,271566.12
1670,339520.8
1671,309418.3
1672,522756.03
1673,305129.44
1674,255704.89
1675,218188.89
1676,215129.1
1677,229997.84
1678,558352.2
1679,421921.94
1680,312608.56
1681,217540.86
1682,322104.25
1683,196559.17
1684,187045.95
1685,186117.28
1686,169146.7
1687,166093.42
1688,201393.39
1689,203864.56
1690,202014.92
1691,185296.6
1692,265409.4
1693,167892.69
1694,196986.47
1695,159746.62
1696,323694.47
1697,161751.17
1698,417645.22
1699,312746.34
1700,276709.25
1701,291481.34
1702,277878.38
1703,256865.86
1704,309381.44
1705,228040.45
1706,533522.7
1707,217722.06
1708,216845.75
1709,266124.4
1710,219845.25
1711,262859.25
1712,269482.6
1713,303090.6
1714,247580.45
1715,213723.02
1716,193578.98
1717,176775.33
1718,149348.5
1719,218625.7
1720,252048.53
1721,184382.95
1722,150892.67
1723,194483.66
1724,224429.03
1725,258988.4
1726,198027.12
1727,178243.72
1728,185787.97
1729,171008.42
1730,166737.6
1731,126776.78
1732,142798.7
1733,131324.69
1734,135022.42
1735,137449.22
1736,117858.99
1737,359970.5
1738,241571.17
1739,360978.84
1740,246099.77
1741,211046.0
1742,180350.81
1743,179384.22
1744,292587.03
1745,234593.88
1746,207610.44
1747,232844.39
1748,258622.12
1749,175559.31
1750,159150.55
1751,259643.27
1752,126706.055
1753,177530.69
1754,227157.48
1755,187104.47
1756,131772.17
1757,117590.766
1758,170290.56
1759,179410.22
1760,176842.78
1761,173142.89
1762,203090.67
1763,174487.56
1764,119335.99
1765,222128.69
1766,197053.72
1767,248650.2
1768,146173.64
1769,167499.25
1770,145292.36
1771,137981.66
1772,151671.45
1773,141288.83
1774,194410.77
1775,128257.71
1776,122848.95
1777,108633.03
1778,143535.03
1779,111285.04
1780,168761.94
1781,135091.47
1782,106020.34
1783,148618.61
1784,101199.68
1785,120350.195
1786,151407.14
1787,161912.75
1788,80206.99
1789,108588.8
1790,94770.38
1791,267034.3
1792,163581.06
1793,152878.23
1794,152914.1
1795,136202.95
1796,109684.34
1797,146009.38
1798,121700.35
1799,106647.55
1800,121912.12
1801,150361.16
1802,148366.55
1803,164328.47
1804,157288.12
1805,140327.5
1806,125673.516
1807,152047.42
1808,125478.19
1809,123529.65
1810,135414.33
1811,121370.945
1812,116079.234
1813,131548.8
1814,94288.72
1815,77275.234
1816,94709.664
1817,133270.56
1818,148506.27
1819,118882.19
1820,75766.516
1821,104574.13
1822,146422.12
1823,75977.72
1824,120199.48
1825,128769.164
1826,100778.71
1827,107638.9
1828,134821.19
1829,142640.67
1830,144053.52
1831,143473.58
1832,143540.22
1833,145823.33
1834,120105.984
1835,151862.22
1836,137091.31
1837,102880.04
1838,119228.266
1839,95052.79
1840,164081.36
1841,159593.28
1842,100137.67
1843,160505.73
1844,134898.61
1845,154069.62
1846,155043.62
1847,172030.27
1848,76461.46
1849,121286.59
1850,127849.23
1851,141969.7
1852,126707.88
1853,139005.53
1854,169395.97
1855,162597.33
1856,241274.17
1857,147048.89
1858,178114.08
1859,128302.5
1860,180086.98
1861,127445.8
1862,390745.78
1863,380111.47
1864,380210.44
1865,323209.25
1866,319375.5
1867,243453.78
1868,327939.16
1869,222333.66
1870,235708.64
1871,245202.72
1872,187577.02
1873,268705.0
1874,168309.83
1875,239817.69
1876,225521.73
1877,243980.67
1878,221511.0
1879,146791.66
1880,144851.56
1881,315179.38
1882,270773.25
1883,208992.45
1884,231319.0
1885,260378.48
1886,315842.84
1887,225646.53
1888,294685.56
1889,184193.5
1890,153789.25
1891,148245.9
1892,113475.945
1893,149276.58
1894,164028.78
1895,159569.1
1896,125680.83
1897,125122.336
1898,107164.98
1899,121590.84
1900,111815.47
1901,158951.23
1902,164452.8
1903,194975.22
1904,131403.12
1905,183916.86
1906,173962.17
1907,214640.34
1908,108943.02
1909,131145.47
1910,123574.89
1911,217023.45
1912,338341.7
1913,178671.4
1914,81709.03
1915,272137.03
1916,88936.64
1917,271836.62
1918,147743.58
1919,180266.92
1920,210056.88
1921,426989.47
1922,309547.0
1923,236419.16
1924,253149.45
1925,230083.84
1926,399312.66
1927,144812.89
1928,186142.5
1929,132594.72
1930,141355.14
1931,161847.61
1932,165123.52
1933,196267.7
1934,209945.12
1935,185583.27
1936,215769.73
1937,207556.6
1938,201799.08
1939,241357.02
1940,173965.98
1941,198797.08
1942,208262.84
1943,184858.17
1944,327922.0
1945,345608.62
1946,187743.45
1947,284596.4
1948,215384.27
1949,253106.47
1950,191573.86
1951,315229.9
1952,261048.58
1953,181667.94
1954,203280.78
1955,146474.2
1956,418575.06
1957,177671.97
1958,342962.25
1959,177991.64
1960,128615.99
1961,127459.65
1962,98505.3
1963,102903.19
1964,117849.555
1965,146703.62
1966,128997.66
1967,296950.06
1968,494336.34
1969,374902.8
1970,494326.94
1971,492902.44
1972,396087.3
1973,259215.75
1974,338112.97
1975,537287.25
1976,281048.03
1977,413937.66
1978,399101.4
1979,310396.88
1980,211826.17
1981,335462.22
1982,220073.92
1983,198597.9
1984,184953.39
1985,236584.27
1986,245831.4
1987,177016.06
1988,190109.67
1989,203463.66
1990,226172.66
1991,226898.55
1992,233203.31
1993,177836.72
1994,287618.78
1995,195962.27
1996,261626.78
1997,293827.4
1998,380819.34
1999,282117.9
2000,312981.16
2001,281103.25
2002,272934.16
2003,266740.84
2004,281137.03
2005,235945.92
2006,213862.89
2007,256253.72
2008,210577.38
2009,212642.03
2010,210393.28
2011,159702.77
2012,182465.44
2013,195092.6
2014,208921.69
2015,214631.55
2016,217521.17
2017,209027.34
2018,130140.516
2019,142687.34
2020,130291.27
2021,116049.02
2022,212765.17
2023,175217.27
2024,308269.94
2025,395611.25
2026,175939.44
2027,156210.62
2028,169342.98
2029,172858.28
2030,254699.27
2031,217631.77
2032,229962.3
2033,241542.39
2034,161206.02
2035,233077.9
2036,192173.14
2037,198014.3
2038,275446.78
2039,193769.22
2040,355399.3
2041,262050.27
2042,216477.34
2043,188126.3
2044,209262.1
2045,215984.08
2046,179360.11
2047,163487.97
2048,145344.6
2049,200280.98
2050,186123.69
2051,94745.81
2052,133463.48
2053,155245.0
2054,91751.13
2055,170386.56
2056,138445.64
2057,127163.52
2058,239484.92
2059,144245.84
2060,191194.4
2061,195966.95
2062,141806.92
2063,108064.82
2064,148575.95
2065,127834.836
2066,174350.5
2067,130658.35
2068,191484.72
2069,88728.57
2070,106455.39
2071,110671.61
2072,162706.38
2073,151794.89
2074,187511.56
2075,155447.81
2076,121205.086
2077,151722.39
2078,132756.8
2079,144525.8
2080,112825.14
2081,133319.36
2082,173053.6
2083,149822.81
2084,107646.8
2085,128494.74
2086,140221.4
2087,138754.27
2088,118067.33
2089,88967.69
2090,125030.234
2091,134429.86
2092,149519.22
2093,135701.7
2094,113914.97
2095,156756.53
2096,84677.67
2097,105214.76
2098,162927.33
2099,77910.586
2100,126927.266
2101,142072.5
2102,121378.93
2103,102787.164
2104,177307.69
2105,127128.484
2106,101393.66
2107,215394.94
2108,123267.58
2109,129253.3
2110,136655.33
2111,132671.5
2112,143495.47
2113,128775.305
2114,110104.81
2115,157046.22
2116,112362.14
2117,169701.25
2118,117747.33
2119,99163.766
2120,114704.984
2121,136002.81
2122,120640.82
2123,86781.37
2124,161531.19
2125,163894.78
2126,163067.23
2127,179649.92
2128,117799.89
2129,95619.95
2130,143475.22
2131,143366.48
2132,125853.55
2133,129275.37
2134,122571.96
2135,108541.8
2136,103996.805
2137,123738.47
2138,148722.53
2139,163364.84
2140,153543.48
2141,139517.36
2142,136043.8
2143,154417.36
2144,135622.9
2145,147264.89
2146,161317.38
2147,184594.97
2148,143498.19
2149,158395.12
2150,224316.48
2151,106767.13
2152,200711.39
2153,176934.72
2154,123872.945
2155,146821.48
2156,347465.6
2157,262028.52
2158,253066.4
2159,215417.14
2160,182494.84
2161,254374.0
2162,514556.22
2163,338896.78
2164,243278.31
2165,178750.33
2166,169506.66
2167,238542.84
2168,233256.67
2169,211000.52
2170,246254.2
2171,164778.39
2172,151000.92
2173,175057.25
2174,264844.06
2175,300440.12
2176,327603.16
2177,276554.66
2178,218008.8
2179,149554.88
2180,308949.75
2181,207208.3
2182,245833.27
2183,208326.42
2184,140614.98
2185,135387.06
2186,166891.44
2187,161182.48
2188,164930.58
2189,387345.78
2190,90817.03
2191,92903.51
2192,107541.93
2193,116767.51
2194,100788.12
2195,123548.97
2196,108623.28
2197,125091.79
2198,126271.914
2199,161046.98
2200,132478.19
2201,140465.0
2202,141018.66
2203,149272.6
2204,177576.23
2205,119233.6
2206,133043.75
2207,162495.78
2208,234535.03
2209,255516.25
2210,114981.33
2211,110354.375
2212,118530.91
2213,109761.46
2214,153179.45
2215,103821.79
2216,182823.36
2217,89588.805
2218,86077.45
2219,91451.14
2220,89767.625
2221,276788.72
2222,265706.5
2223,334164.6
2224,233331.66
2225,151925.95
2226,262145.0
2227,202516.66
2228,270993.6
2229,264311.16
2230,168400.2
2231,219288.28
2232,201477.36
2233,210280.16
2234,244225.8
2235,260765.39
2236,302477.0
2237,382492.16
2238,235664.16
2239,144124.7
2240,180862.89
2241,188276.34
2242,148379.56
2243,139624.92
2244,110434.29
2245,99794.85
2246,159067.39
2247,102895.05
2248,133410.44
2249,139336.0
2250,150152.39
2251,161834.03
2252,209675.81
2253,155494.22
2254,180823.4
2255,224331.0
2256,187861.84
2257,254017.86
2258,167199.22
2259,191234.7
2260,171482.02
2261,165114.08
2262,195560.33
2263,368764.66
2264,651099.25
2265,262807.34
2266,262430.9
2267,428900.34
2268,357104.5
2269,171587.22
2270,188789.31
2271,251503.23
2272,215836.64
2273,185732.17
2274,203338.75
2275,204717.31
2276,186847.69
2277,218114.42
2278,176129.66
2279,136222.95
2280,129296.58
2281,187871.34
2282,217085.75
2283,107542.555
2284,114855.06
2285,125528.82
2286,136782.98
2287,330980.6
2288,273225.84
2289,431627.0
2290,509378.34
2291,329636.78
2292,407326.28
2293,560202.44
2294,408864.78
2295,512887.5
2296,328827.97
2297,304282.97
2298,297345.12
2299,433859.66
2300,375884.44
2301,274015.5
2302,286575.62
2303,249407.56
2304,259741.11
2305,212989.28
2306,214225.81
2307,213935.3
2308,224877.23
2309,255846.64
2310,199445.78
2311,208112.14
2312,203709.47
2313,193595.23
2314,188961.33
2315,189411.83
2316,201329.66
2317,220139.6
2318,192420.53
2319,185211.8
2320,188416.45
2321,246966.14
2322,182336.7
2323,188809.64
2324,172336.5
2325,224597.55
2326,169925.88
2327,220627.2
2328,245125.33
2329,213523.58
2330,204703.25
2331,421003.94
2332,431463.2
2333,374122.75
2334,277645.28
2335,265235.34
2336,377978.0
2337,215396.8
2338,293498.9
2339,226658.69
2340,409420.38
2341,230078.36
2342,243865.3
2343,247730.66
2344,243892.72
2345,252801.8
2346,209302.61
2347,206857.66
2348,240307.83
2349,200133.39
2350,296827.78
2351,246138.95
2352,258886.19
2353,308759.22
2354,147815.89
2355,150605.42
2356,188940.61
2357,213064.27
2358,222193.53
2359,145171.16
2360,126242.414
2361,161640.61
2362,324235.12
2363,154881.95
2364,177818.58
2365,220112.73
2366,171849.55
2367,213678.78
2368,209493.72
2369,218383.36
2370,171234.44
2371,173907.6
2372,198882.58
2373,272956.53
2374,352786.28
2375,214936.11
2376,349229.62
2377,435574.34
2378,141158.6
2379,255819.53
2380,153526.78
2381,186207.83
2382,195026.36
2383,218257.6
2384,268422.53
2385,160923.23
2386,142288.5
2387,145814.69
2388,111814.3
2389,128584.23
2390,142983.2
2391,152102.25
2392,114690.664
2393,159355.28
2394,142777.19
2395,222072.38
2396,149756.53
2397,246340.9
2398,135432.66
2399,86937.1
2400,74983.7
2401,117530.01
2402,134348.47
2403,184428.86
2404,150300.38
2405,160595.77
2406,142608.7
2407,132763.62
2408,153693.06
2409,133473.69
2410,191221.58
2411,122852.48
2412,170601.83
2413,139626.8
2414,146444.34
2415,164587.88
2416,123478.89
2417,122409.234
2418,127316.67
2419,158169.75
2420,129102.516
2421,160821.38
2422,127783.52
2423,136154.0
2424,167465.55
2425,355846.34
2426,166665.11
2427,131023.96
2428,174350.17
2429,115782.71
2430,138511.0
2431,129103.49
2432,143828.94
2433,142319.05
2434,148962.86
2435,174170.0
2436,96039.16
2437,113718.62
2438,129710.44
2439,120695.93
2440,131838.05
2441,107123.586
2442,95972.41
2443,111502.72
2444,141186.33
2445,94461.6
2446,136490.58
2447,177050.86
2448,129849.31
2449,107094.375
2450,162486.95
2451,146477.58
2452,194677.19
2453,94448.37
2454,124098.78
2455,122375.49
2456,145626.25
2457,126147.336
2458,113664.39
2459,99762.016
2460,136687.53
2461,114586.805
2462,131181.0
2463,115110.23
2464,192708.11
2465,131379.55
2466,123945.97
2467,143198.55
2468,90157.74
2469,97514.44
2470,221356.42
2471,199100.08
2472,207032.1
2473,135844.02
2474,107791.336
2475,221129.38
2476,124589.836
2477,139412.97
2478,191716.97
2479,137109.89
2480,149557.3
2481,134125.97
2482,145111.36
2483,121470.766
2484,130498.2
2485,124725.73
2486,169074.8
2487,246906.33
2488,134465.89
2489,165320.97
2490,155167.58
2491,95223.734
2492,193059.27
2493,157222.14
2494,182652.08
2495,117074.71
2496,249583.64
2497,163905.58
2498,117005.164
2499,101369.3
2500,129429.57
2501,144476.86
2502,172596.38
2503,110866.73
2504,231020.92
2505,233049.22
2506,264403.94
2507,339779.94
2508,264711.47
2509,242500.02
2510,229215.22
2511,190370.19
2512,226409.81
2513,228097.88
2514,214423.06
2515,178634.1
2516,183094.52
2517,157279.58
2518,176642.2
2519,240130.31
2520,225994.11
2521,204128.36
2522,246365.33
2523,141361.47
2524,144894.53
2525,156620.11
2526,155306.75
2527,131625.86
2528,135783.9
2529,147468.95
2530,136725.61
2531,286163.78
2532,255726.12
2533,214251.97
2534,230966.75
2535,363485.4
2536,263493.97
2537,231731.44
2538,192032.06
2539,202500.42
2540,195876.89
2541,190901.8
2542,187554.84
2543,142914.34
2544,143159.62
2545,143772.03
2546,144804.06
2547,148092.72
2548,180698.23
2549,191543.0
2550,3469601.2
2551,147543.92
2552,132174.05
2553,92705.52
2554,118665.27
2555,103151.57
2556,111437.98
2557,131035.945
2558,217720.61
2559,138480.36
2560,134705.9
2561,111229.34
2562,121205.55
2563,125701.56
2564,147493.14
2565,111127.23
2566,154741.55
2567,136473.9
2568,214111.03
2569,214347.02
2570,114597.836
2571,240888.14
2572,149805.81
2573,237018.75
2574,251612.17
2575,134830.56
2576,141015.17
2577,159370.45
2578,81328.17
2579,80123.59
2580,152093.23
2581,165418.58
2582,123386.95
2583,273764.44
2584,179986.73
2585,230390.78
2586,250175.36
2587,229090.67
2588,133982.67
2589,158600.08
2590,217751.97
2591,213342.4
2592,236674.52
2593,325739.53
2594,178084.69
2595,192972.2
2596,335695.56
2597,207372.19
2598,318673.3
2599,305611.44
2600,217184.73
2601,149489.12
2602,101425.86
2603,100853.414
2604,94529.11
2605,104210.945
2606,166006.64
2607,223712.31
2608,279636.94
2609,172615.97
2610,118451.36
2611,207159.31
2612,182278.12
2613,141152.55
2614,142369.14
2615,151802.28
2616,138143.88
2617,233910.7
2618,243451.67
2619,221927.97
2620,202570.34
2621,195653.42
2622,204855.6
2623,257092.33
2624,322927.62
2625,363808.28
2626,180367.84
2627,157231.73
2628,435961.66
2629,502361.97
2630,324195.88
2631,469662.5
2632,386116.84
2633,284730.28
2634,387819.25
2635,171211.9
2636,202697.69
2637,175378.27
2638,303702.88
2639,204294.3
2640,164590.23
2641,127920.695
2642,230992.95
2643,115231.94
2644,138608.66
2645,102100.83
2646,95239.44
2647,104116.484
2648,146030.55
2649,152774.6
2650,115894.41
2651,146883.52
2652,451174.1
2653,266229.25
2654,276497.2
2655,393364.16
2656,296354.0
2657,334137.5
2658,301786.62
2659,302844.12
2660,365027.78
2661,345567.75
2662,346601.16
2663,304690.94
2664,239397.22
2665,305925.78
2666,255688.81
2667,184903.66
2668,191295.44
2669,201176.48
2670,294471.22
2671,191979.88
2672,188716.4
2673,208093.3
2674,216150.36
2675,160039.7
2676,200298.36
2677,235341.19
2678,290161.44
2679,280418.34
2680,293184.47
2681,432675.0
2682,364438.9
2683,571037.94
2684,325899.56
2685,358526.12
2686,265247.25
2687,336973.12
2688,225591.44
2689,199002.31
2690,514528.25
2691,210357.38
2692,148718.58
2693,218281.1
2694,153634.58
2695,208129.02
2696,194727.53
2697,224191.58
2698,217407.31
2699,205722.28
2700,173079.67
2701,169789.0
2702,132172.53
2703,143529.0
2704,160512.47
2705,132570.83
2706,125791.625
2707,133671.62
2708,141150.52
2709,118953.07
2710,133114.56
2711,359254.12
2712,424017.88
2713,171712.44
2714,144483.47
2715,179972.66
2716,151136.64
2717,195541.89
2718,226472.44
2719,178810.84
2720,171119.36
2721,150575.55
2722,182599.81
2723,157567.08
2724,132592.83
2725,144182.86
2726,159030.23
2727,191071.53
2728,161606.39
2729,156071.1
2730,152010.45
2731,110913.79
2732,115898.375
2733,183725.44
2734,160776.44
2735,141182.02
2736,150361.89
2737,125219.98
2738,176325.62
2739,173148.0
2740,133079.8
2741,152460.52
2742,151320.8
2743,153490.19
2744,162561.03
2745,144949.4
2746,144800.19
2747,123593.63
2748,125579.586
2749,129457.48
2750,130939.625
2751,135400.75
2752,196592.72
2753,193970.92
2754,411547.62
2755,131131.2
2756,105172.414
2757,101944.67
2758,86113.836
2759,140834.4
2760,146209.47
2761,149107.83
2762,158023.2
2763,217611.2
2764,124278.22
2765,301767.62
2766,157319.94
2767,92705.52
2768,152899.38
2769,141881.06
2770,143274.36
2771,120184.47
2772,130710.195
2773,158113.95
2774,151588.6
2775,138194.2
2776,139291.64
2777,137105.19
2778,94384.52
2779,156793.6
2780,114589.64
2781,93427.72
2782,103214.76
2783,104688.28
2784,131515.95
2785,135514.06
2786,78606.46
2787,122528.125
2788,91449.664
2789,179930.6
2790,105418.64
2791,133435.25
2792,98575.69
2793,155366.14
2794,105760.42
2795,116258.72
2796,94568.24
2797,292245.4
2798,114616.32
2799,129561.45
2800,86710.71
2801,107926.39
2802,136750.77
2803,222211.97
2804,129318.52
2805,87552.55
2806,93976.4
2807,165231.12
2808,158945.47
2809,131577.03
2810,142306.83
2811,167326.67
2812,158652.11
2813,237703.73
2814,243008.62
2815,103949.11
2816,255305.3
2817,149199.86
2818,133834.27
2819,145832.08
2820,152966.61
2821,114705.53
2822,179420.33
2823,524715.44
2824,214008.34
2825,145762.28
2826,135257.89
2827,154630.02
2828,284305.34
2829,220931.45
2830,266195.25
2831,193539.48
2832,322565.97
2833,286847.16
2834,234462.81
2835,237787.62
2836,205845.34
2837,185439.44
2838,168842.94
2839,191531.28
2840,224058.84
2841,220584.72
2842,255121.28
2843,160727.69
2844,175881.56
2845,125721.81
2846,230909.9
2847,224823.4
2848,222229.78
2849,222929.84
2850,301611.7
2851,256074.88
2852,261038.36
2853,262819.9
2854,148691.34
2855,226674.69
2856,217940.2
2857,202369.12
2858,223845.48
2859,139462.3
2860,133225.19
2861,163851.81
2862,211403.16
2863,137991.14
2864,284351.97
2865,149786.81
2866,190140.67
2867,102315.95
2868,122562.13
2869,130623.84
2870,166957.81
2871,101885.98
2872,74157.28
2873,112247.96
2874,149880.7
2875,133987.0
2876,141568.28
2877,118981.31
2878,126084.67
2879,143736.23
2880,119043.74
2881,136941.83
2882,159240.72
2883,157693.5
2884,159247.11
2885,148320.14
2886,233528.67
2887,108891.2
2888,128695.125
2889,81503.56
2890,84881.26
2891,151662.05
2892,79100.52
2893,115326.59
2894,83692.66
2895,285585.53
2896,274365.6
2897,251248.88
2898,202938.11
2899,213245.4
2900,170362.34
2901,263465.34
2902,225387.6
2903,349107.4
2904,346162.12
2905,129777.13
2906,231059.05
2907,119484.14
2908,138056.16
2909,212977.52
2910,76052.68
2911,101178.25
2912,160541.86
2913,101637.33
2914,91245.55
2915,94632.12
2916,101747.984
2917,204597.08
2918,134563.77
2919,259330.45
